gai	gai,gãi,gài,gại,gái
dan-trang	đàn tràng
bai-xich	bài xích
nhung-nhieu	nhũng nhiễu
pha-bo	phá bỏ
hu-khong	hư không
ton-tai	tồn tại
hoa-uoc	hòa ước
ngua-mat	ngứa mắt
mau-de	máu dê
quoc-phuc	quốc phục
toc-tai	tóc tai
che-thuoc	chè thuốc
ngan-can	ngăn cản
ngan-cam	ngăn cấm
vat-va	vất vả,vật vã
dai-cuong	đại cương
kiem-an	kiếm ăn
quan-phiet	quân phiệt
chua-dung	chứa đựng
danh-hai	danh hài
hoan-chinh	hoàn chỉnh
nha-van	nhà văn
ca-kiem	cá kiếm
gon-ghe	gọn ghẽ
phe-bo	phế bỏ
si-sup	sì sụp
mom-xeu	móm xều
khau-phan	khẩu phần
phuc-hop	phức hợp
moi-dau	mới đầu
co-cum	co cụm
gia-nua	già nua
cung-chieu	cưng chiều
do-duoc	dơ duốc
co-cua	cò cưa,có của
qui-tac	qui tắc
but-phap	bút pháp
kich-duc	kích dục
bao-thu	báo thù,bảo thủ
phuc-hoa	phục hóa
hoat-huyet	hoạt huyết
bao-tho	bao thơ
nhay-tot	nhảy tót
kenh-cang	kềnh càng
ru-ru	ru rú
mung-ro	mừng rỡ
tin-phong	tín phong
bat-cai	bắt cái
me-mai	mê mải
vuot-can	vượt cạn
tan-tanh	tan tành
cam-mao	cảm mạo
bat-can	bất cần,bất cẩn
thao-do	tháo dỡ
lay-ne	lấy nê
buon-hiu	buồn hiu
sac-thai	sắc thái
da-quy	đá quý
an-bai	an bài
hanh-dong	hành động
then-tho	thẹn thò
an-bam	ăn bám,ăn bẫm
ri-do	ri đô
gay-roi	gây rối
dan-giai	dẫn giải
bat-cap	bất cập
ao-hat	áo hạt
luoc-thua	lược thưa
chu-nhat	chủ nhật
dan-gian	dân gian
vang-hoe	vàng hoe,vắng hoe
hoi-an	Hội An
day-muc	dây mực
dan-ca	dân ca
vang-hoa	vàng hoa
ha-da	hả dạ
oai-phong	oai phong
may-mu	mây mù
day-mui	dây mũi,dậy mùi
uon-uot	ươn ướt
me-man	mê man,mê mẩn
khoa-noi	khoa nội
dao-ly	đạo lý
dan-cu	dân cư,dân cử
may-mo	mày mò,mầy mò
cuc-diem	cực điểm
sao-sa	sao sa
can-yeu	cần yếu
tao-bao	táo bạo
to-su	to sụ,tổ sư
may-ma	may mà
uop-lanh	ướp lạnh
bong-mac	bồng mạc
ruon-ruon	rươn rướn
du-lich	du lịch
mot-hai	một hai
ung-bien	ứng biến
buong-xong	buông xõng
quat-keo	quạt kéo
nghia-cu	nghĩa cử
dang-ly	đáng lý
nho-con	nhỏ con
thanh-ra	thành ra
ben-nguyen	bên nguyên
nhem-nhuoc	nhem nhuốc
cai-lon	cãi lộn
nghi-le	nghi lễ
kim-hoan	kim hoàn
ru-re	rủ rê
chu-nhan	chủ nhân,chữ nhân
ngo-ngao	ngơ ngáo,ngổ ngáo
lan-ban	lấn bấn
ra-suc	ra sức
tot-dinh	tột đỉnh
buc-hiep	bức hiếp
trung-canh	trung cảnh
thuy-trieu	thủy triều,thuỷ triều
tai-luc	tài lực
vien-thong	viễn thông
so-mui	sổ mũi
mieu-duong	miếu đường
bom-bem	bỏm bẻm
tuoi-hoa	tuổi hoa
than-bi	thần bí
mai-dong	mai dong
luoi-cau	lưỡi câu
co-sua	cỏ sữa
dien-tin	điện tín
hoa-moi	hoa môi
noi-ung	nội ứng
au-tri	ấu trĩ
chi-doi	chi đội
tam-vang	tạm vắng
bon-bien	bốn biển
noi-do	nội đô
thong-to	thông tỏ
thang-tram	thăng trầm
vang-oi	vàng ối
phat-dien	phát điện
xuong-duong	xuống đường
pho-mai	phô mai
hao-nhoang	hào nhoáng
dai-kho	dại khờ
dung-dich	dung dịch
lom-khom	lom khom,lòm khòm,lọm khọm,lởm khởm
van-bia	văn bia
doi-bai	đồi bại
song-trau	sống trâu
pho-tu	phó từ
doi-hoi	đòi hỏi,đôi hồi
trung-tuong	trung tướng
in-it	in ít,ìn ịt
mum-mup	mum múp
phot-doi	phớt đời
vu-khuc	vũ khúc
dinh-luy	dinh lũy
com-le	com lê
tai-tu	tài tử
xoi-tai	xơi tái
xa-lanh	xa lánh
vo-bo	vô bổ,vô bờ,vớ bở
hop-hien	hợp hiến
phuc-dieu	phức điệu
hu-than	hư thân
dien-may	điện máy
chin-ro	chín rộ
ran-day	răn dạy
nhat-ky	nhật ký
ung-thuy	úng thủy
an-so	ẩn số
song-chet	sống chết
chet-giac	chết giấc
doi-lot	đội lốt
chet-giam	chết giẫm
lang-thang	lang thang
mu-luoc	mưu lược
ngam-vinh	ngâm vịnh
tham-tinh	thâm tình
da-cua	dạ cửa
de-tam	để tâm
nhai-con	nhãi con
ban-trai	bạn trai
mac-dinh	mặc định
sinh-tien	sinh tiền
tom-lom	tởm lợm
phoi-hop	phối hợp
phi-vu	phi vụ
tan-loan	tán loạn
hieu-thang	hiếu thắng
am-boi	âm bội
lan-xa	lăn xả
xuc-xiem	xúc xiểm
co-lieu	cô liêu
rau-co	rau cỏ
phan-bo	phân bố,phân bổ
xich-doi	xích đới
tai-hai	tai hại
may-mac	may mặc
dien-giai	diễn giải
phi-bang	phỉ báng
tien-cung	tiên cung
sau-rot	sau rốt
tui-bong	túi bóng
cu-do	cu đơ
duong-hoang	đường hoàng
bat-huong	bát hương
bo-nhi	bồ nhí
hao-quang	hào quang
bo-nho	bỏ nhỏ,bộ nhớ
thi-vi	thi vị
chao-don	chào đón
dat-set	đất sét
chao-doi	chào đời
nhanh-nhen	nhanh nhẹn
cam-ki	cấm kị
sau-rom	sâu róm
phan-ung	phản ứng
bat-trac	bất trắc
lom-ngom	lồm ngồm,lổm ngổm
tich-thu	tịch thu
dai-thang	đại thắng
non-mua	nôn mửa
tu-li	tủ li
uoc-dinh	ước định
bo-xac	bỏ xác
sieu-mau	siêu mẫu
bung-be	bưng bê
nhuong-nhin	nhường nhịn
vo-cong	võ công
vong-hoa	vòng hoa
ky-lan	kỳ lân
ghi-nhan	ghi nhận
di-giai	đi giải
nhap-ngoai	nhập ngoại
di-giao	dị giáo
truoc-sau	trước sau
kiem-song	kiếm sống
thu-trai	thụ trai
nhap-nhom	nhấp nhỏm,nhấp nhổm
sinh-hoat	sinh hoạt
buon-phien	buồn phiền
hoang-hot	hoảng hốt
don-nhan	đón nhận
noi-tai	nội tại
neu-ma	nếu mà
bo-qua	bỏ qua,bỏ quá
noi-tam	nội tâm
binh-duong	Bình Dương
chen-tong	chén tống
bo-que	bọ que
thuyen-nhan	thuyền nhân
muoi-an	muối ăn
canh-khe	cạnh khế
tho-giao	thọ giáo
dong-tien	đồng tiền
noi-tay	nới tay
chem-dep	chém đẹp
toi-loi	tội lỗi
hoang-tan	hoang tàn
tham-nhiem	thâm nhiễm
quan-he	quan hệ
ba-thang	ba tháng
sat-nut	sát nút
the-chan	thế chân
nuong-nho	nương nhờ
san-khach	sân khách
khong-dung	không dưng
khao-khao	khao khao,khào khào
muon-man	muộn mằn
chau-hau	chầu hẫu
phien-long	phiền lòng
ong-tao	ông táo
quan-trang	quân trang,quản trang
tam-sinh	tam sinh
giang-hoa	giáng họa,giảng hòa
tinh-gian	tinh giản
tinh-giao	tính giao
da-tam	dã tâm
luc-ke	lực kế
giao-khoa	giáo khoa
vay-vung	vẫy vùng
kho-gam	khó gặm
truc-vot	trục vớt
doan-tu	đoàn tụ
mui-man	mùi mẫn
nhi-cham	nhĩ châm
ban-tru	bán trú
in-in	in ỉn
thanh-loc	thanh lọc
da-trang	dã tràng
tang-pham	tặng phẩm
sac-luat	sắc luật
tien-si	tiến sĩ
mot-teo	một tẹo
phi-lao	phi lao
xe-noi	xe nôi
nha-xe	nhà xe
bo-khoanh	bờ khoảnh
da-nhiem	đa nhiệm
tac-gia	tác gia,tác giả
bu-bam	bụ bẫm
ho-trau	hổ trâu
vit-bau	vịt bầu
ban-tro	bàn trổ
an-toan	an toàn
nguoi-doi	người đời
boc-lot	bóc lột,bọc lót
lu-phao	lựu pháo
tom-tom	tòm tõm
cap-rap	cập rập
ngu-tat	ngưu tất
tran-bi	trần bì
nho-giot	nhỏ giọt
no-ne	no nê
coi-mat	coi mắt
ti-ton	tí tởn
moc-ngoac	móc ngoặc
truong-cu	trường cửu
xuat-sieu	xuất siêu
da-boc	da bốc
hieu-nghiem	hiệu nghiệm
nhang-khoi	nhang khói
lao-toet	láo toét
ram-rit	rậm rịt
dung-do	đụng độ
co-hang	có hạng
da-boi	đa bội
nan-long	nản lòng
ruot-ra	ruột rà
banh-quy	bánh quy
tia-tot	tỉa tót
nhac-khi	nhạc khí
cong-qui	công quĩ
ki-khoi	kì khôi
the-he	thế hệ
dinh-li	định lí
chung-quanh	chung quanh
mai-mot	mai mốt,mai một,mải mốt
thanh-tri	thành trì
dan-mat	dàn mặt,dằn mặt
hang-mau	hăng máu
banh-que	bánh quế
cong-duc	công đức
hinh-dang	hình dáng,hình dạng
tuoi-tham	tươi thắm
chieu-bai	chiêu bài
phan-giai	phân giải
soi-roi	soi rọi
thuong-dinh	thượng đỉnh
mat-toi	mất toi
an-chiu	ăn chịu
khao-khat	khao khát
thoa-thuan	thỏa thuận
im-bat	im bặt
xau-bung	xấu bụng
de-tang	để tang
xue-xoa	xuê xoa,xuề xòa
toi-gi	tội gì
tham-gia	tham gia
voice-mail	voice mail
chu-toan	chu toàn
thuc-an	thức ăn
tho-kinh	thờ kính
dau-bai	đầu bài
dau-gia	dâu gia,đấu giá
dau-gio	dầu gió
ki-thac	kí thác
tot-nghiep	tốt nghiệp
chua-ngoa	chua ngoa
nua-ngo	nứa ngộ
chua-ngot	chua ngọt
co-vua	cờ vua
cuong-vi	cương vị
lien-nhuc	liên nhục
dau-bap	đậu bắp
hop-dong	hợp đồng
lua-sa	lúa sạ
troc-heu	trọc hếu
hai-cham	hai chấm
toa-giang	tòa giảng
cam-thach	cẩm thạch
beu-beu	bều bệu
da-lat	Đà Lạt
lu-luot	lũ lượt
uc-che	ức chế
hinh-dung	hình dung
ly-khai	ly khai
tam-thom	tám thơm
muoi-vung	muối vừng
com-lam	cơm lam
sung-suong	sung sướng
am-ap	ăm ắp,ấm áp
phieu-dieu	phiêu diêu
trang-gio	trăng gió
quan-phap	quân pháp
den-si	đen sì
ngau-luc	ngẫu lực
sung-kinh	sùng kính
thu-vat	thú vật
giat-lui	giật lùi
hoang-tinh	hoàng tinh
tuyen-thu	tuyển thủ
phien-chuyen	phiên chuyển
bat-giong	bắt giọng
tuan-thu	tuân thủ
le-nhe	lè nhè
rat-muc	rất mực
ung-vien	ứng viên
lo-cao	lò cao
con-tinh	con tính
ngap-dau	ngập đầu
trien-mien	triền miên
dan-doi	dằn dỗi
nong-dan	nông dân
nhay-xa	nhảy xa,nhẩy xa
tu-tu	tu từ,từ từ,tử tù,tự tử
dan-don	đần độn
van-vat	van vát,văn vật,vạn vật
nhe-tenh	nhẹ tênh
dai-dau	dãi dầu
ngu-ngon	ngũ ngôn,ngụ ngôn
chim-muong	chim muông
hoai-thu	hoại thư
hanh-khuc	hành khúc
nha-buon	nhà buôn
au-tau	âu tàu
song-toan	song toàn
ti-mi	tỉ mỉ
nham-nhia	nhắm nhía
da-chi	da chì
bia-om	bia ôm
dai-dai	dài dài,dài dại
tap-trung	tập trung
xay-dap	xây đắp
toc-pha	tộc phả
dai-dao	đại đao
phu-trach	phụ trách
di-lo	đi lò
bat-do	bất đồ
trung-lu	trung lưu
dac-phai	đặc phái
thanh-ngu	thành ngữ
bo-phieu	bỏ phiếu
phe-truat	phế truất
diem-bau	diềm bâu
tai-hong	tai hồng
thung-nuoc	thùng nước
tung-tham	tung thâm
qui-tuong	quí tướng
diem-bao	điểm báo
sap-xep	sắp xếp
cua-mach	cửa mạch
khinh-man	khinh mạn
ham-an	hàm ẩn
du-thu	dự thu
thang-thot	thảng thốt
eo-la	ẻo lả
ghet-bo	ghét bỏ
den-ngom	đen ngòm
tat-tuoi	tất tưởi
phong-nha	phong nhã
bung-nhung	bùng nhùng,bụng nhụng
thu-thuat	thủ thuật
le-phuc	lễ phục
moi-met	mỏi mệt
hinh-hai	hình hài
hoai-vong	hoài vọng
tuoc-nang	tuốc năng
loang-thoang	loáng thoáng
vet-tong	vét tông
day-cung	dây cung
thi-hai	thi hài
tai-che	tái chế
truc-dao	trúc đào
ong-ba	ông bà
uong-buong	ương bướng
diec-dac	điếc đặc
du-hoc	du học
khi-phach	khí phách
uat-nghen	uất nghẹn
thanh-lich	thanh lịch
dai-gai	dại gái
hien-dien	hiện diện
pham-qui	phạm qui
qua-dang	quá đáng
so-den	sổ đen
cai-to	cải tổ
cua-cuon	cửa cuốn
cam-xuc	cảm xúc
tinh-yeu	tình yêu
mech-long	mếch lòng
nhom-nhop	nhơm nhớp
tuyen-quan	tuyển quân
mau-chot	mấu chốt
thuy-cam	thủy cầm
tet-nhat	tết nhất
ki-cach	kì cạch
uoc-luong	ước lượng
chac-mam	chắc mẩm
bai-muc	bài mục
mat-roi	mát rợi
luon-lot	luồn lọt
va-vap	va vấp
tuoi-tho	tuổi thơ,tuổi thọ
giao-hop	giao hợp
ran-mat	rắn mặt
kem-cay	kem cây
dau-phay	dấu phẩy
ban-nhac	bản nhạc
het-via	hết vía
cong-than	công thần
cot-cach	cốt cách
giao-hoi	giao hội,giáo hội
cuc-nhoc	cực nhọc
binh-van	binh vận
ap-dung	áp dụng
tieu-cuc	tiêu cực
giao-hoa	giao hòa,giáo hóa
nhanh-tri	nhanh trí
ba-lo	ba lô
quan-thu	quân thù
sum-hop	sum họp
phu-phep	phù phép
vua-nay	vừa nãy
ma-hoa	mã hóa
tam-dia	tâm địa
thu-phat	thứ phát
phu-ke	phù kế
pha-co	phá cỗ
kho-bac	kho bạc
vua-van	vừa vặn
luc-dia	lục địa
kho-bai	kho bãi
chay-chua	chạy chữa
tien-an	tiền án
dai-quan	đại quân
dat-su	dật sử,đất sứ
chin-sap	chín sáp
hon-lao	hỗn láo
toi-dich	toi dịch
cay-nga	cày ngả
giao-thuc	giao thức
pho-phang	phô phang
giao-thua	giao thừa
phu-khoa	phụ khoa
bang-gia	băng giá
mat-kinh	mắt kính
but-ki	bút kí
dai-loan	Đài Loan
ho-hoi	hồ hởi
ruong-cot	rường cột
ngang-tro	ngáng trở
bet-nhe	bét nhè
cao-cuong	cao cường
long-vuong	long vương
world-cup	World Cup
bu-mom	bú mớm
xoay-tran	xoay trần
boi-buom	bơi bướm
da-phuong	đa phương
moi-me	mới mẻ
nhat-tung	nhật tụng
khuc-khuyu	khúc khuỷu
chao-thua	chào thua
lang-nuoc	làng nước
bo-hong	bồ hóng
nong-am	nồng ấm
mat-tham	mật thám
kheo-kheo	kheo khéo
ca-thot	cà thọt
than-thuong	thân thương
phong-tranh	phòng tránh
eo-le	éo le
tan-hoang	tan hoang
lam-luat	làm luật,lâm luật
thi-pham	thị phạm
ben-long	bền lòng
trung-cu	trúng cử
chu-may	chú mày
som-muon	sớm muộn
bao-duong	bảo dưỡng
vang-lai	vãng lai
cho-cung	cho cùng
khi-cu	khí cụ
bau-veo	bấu véo
lam-mom	lắm mồm
tro-choi	trò chơi
lam-moi	làm mối
ton-giao	tôn giáo
quai-ham	quai hàm
be-ghi	bẻ ghi
hoc-sinh	học sinh
ap-gia	áp giá
hoa-ram	hoa râm
sang-nam	sang năm
tiep-ung	tiếp ứng
ca-vang	cá vàng
tuy-song	tủy sống
che-ap	chế áp
len-tieng	lên tiếng
que-dan	que đan
vung-vai	vung vãi
phap-phong	phấp phỏng,phập phồng
anh-minh	anh minh
dep-giai	đẹp giai
cau-liem	câu liêm
cong-ly	công lý
khan-san	khăn san
chem-ve	chém vè
cham-bon	chăm bón
ngoai-that	ngoại thất
binh-chung	binh chủng
cong-kich	công kích
mong-nho	mong nhớ
bach-bach	bạch bạch
mon-nuoc	mớn nước
tam-nguyen	tâm nguyện
cao-ap	cao áp
cong-li	công lí
ruong-roc	ruộng rộc
lo-lam	lỡ lầm
uoc-mong	ước mong
lo-lao	lơ láo
lo-lai	lỗ lãi,lờ lãi
lao-phoi	lao phổi
can-chi	can chi,cắn chỉ
chan-chu	chần chừ
lu-but	lưu bút
phong-dai	phóng đại
dap-do	đạp đổ
chanh-chua	chanh chua
giuc-gia	giục giã
chan-cho	chần chờ
ca-kim	cá kim,cá kìm
long-gio	lộng gió
day-chun	dây chun
cu-sinh	cứu sinh
chan-che	chán chê
thuong-lu	thượng lưu
luc-cuc	lục cục
tong-cuc	tổng cục
tit-mat	tít mắt
nhat-quan	nhất quán
cho-san	chó săn
hai-lu	hải lưu
nai-se	nái sề
ngam-ngoi	ngẫm ngợi
de-non	đẻ non
phan-lan	phân lân,Phần Lan
bia-hoi	bia hơi
tinh-nhue	tinh nhuệ
nhap-canh	nhập cảnh
lu-huynh	lưu huỳnh
lon-nhao	lộn nhào
bo-ruot	bồ ruột
trung-to	trung tố
phan-lap	phân lập
ro-mo	rờ mó
em-em	em em
trung-ta	trung tá
chung-cuoc	chung cuộc
no-am	no ấm
cuon-chieu	cuốn chiếu
cach-thuy	cách thủy
mat-thiet	mật thiết
giai-khuay	giải khuây
nien-thieu	niên thiếu
so-hai	sợ hãi
khu-hoi	khứ hồi
tram-lang	trầm lắng,trầm lặng
duong-ngoi	đường ngôi
men-met	mền mệt
noc-ao	nốc ao
uy-thac	ủy thác
phuc-lan	phục lăn
thuc-khach	thực khách
dung-tich	dung tích
ngon-xoi	ngon xơi
long-duong	lòng đường
bach-chi	bạch chỉ
nhan-gian	nhân gian
vien-ngoai	viên ngoại
oxy-hoa	ôxy hóa
qui-danh	quí danh
lua-noi	lúa nổi
cach-thuc	cách thức
ranh-roi	rảnh rỗi
hau-hi	hậu hĩ
tong-tong	tong tong,tong tỏng
deo-hang	đèo hàng
cam-ta	cảm tạ
song-ca	song ca
nhap-de	nhập đề
vo-nghe	võ nghệ
bong-loang	bóng loáng
dem-hom	đêm hôm
quan-bu	quân bưu
quan-but	quản bút
xu-huong	xu hướng
rau-chao	rau cháo
tieu-han	tiểu hàn
cam-tu	cảm từ,cảm tử,cầm tù
cuop-doat	cướp đoạt
suyt-soat	suýt soát
xich-ve	xích vệ
te-tua	te tua
that-niem	thất niêm
tien-chien	tiền chiến
che-day	che đậy
con-roi	con rơi,con rối
ao-huyen	ảo huyền
luoi-le	lưỡi lê
deo-deo	đèo đẽo
bom-chim	bom chìm
hinh-thoi	hình thoi
chac-luoi	chặc lưỡi
manh-liet	mãnh liệt
den-ong	đèn ống
uat-uc	uất ức
trao-gui	trao gửi
the-nguyen	thề nguyền
doai-hoai	đoái hoài
tho-nguoi	thợ nguội
cao-nha	cao nhã
thu-thuc	thú thực
ac-tinh	ác tính
dau-dinh	đầu đinh
dinh-chi	đình chỉ
kham-kham	khăm khắm,khăm khẳm
ki-ot	ki ốt
tro-thu	trợ thủ
con-cui	con cúi
ao-uoc	ao ước
niem-dich	niêm dịch
not-tron	nốt tròn
mit-uot	mít ướt
anh-dao	anh đào
am-huong	âm hưởng
dao-quoc	đảo quốc
dung-vo	dụng võ
nam-khenh	nằm khểnh
long-nhan	long nhãn
thuong-de	thượng đế,thượng đế
yen-anh	yến anh
yen-ang	yên ắng
chat-bop	chắt bóp
xa-bong	xà bông
kien-trinh	kiên trinh
hoat-kich	hoạt kịch
beo-nuc	béo núc
lon-au	lộn ẩu
bup-be	búp bê
cheo-beo	chèo bẻo
nhap-nhoe	nhập nhòe
cach-nhiet	cách nhiệt
ky-hoa	ký họa
bit-tat	bít tất
dai-thanh	đại thánh
giao-duyen	giao duyên
day-toc	dây tóc
dung-doang	đùng đoàng
nhat-la	nhất là
tieng-viet	tiếng việt
giang-tran	giáng trần
trao-tra	trao trả
hung-dung	hùng dũng
van-bang	văn bằng
lien-luy	liên lụy
hau-cu	hậu cứ
chuan-hoa	chuẩn hóa
chao-chang	chão chàng
banh-rang	bánh răng
hat-tran	hạt trần
dau-ruou	dâu rượu
suc-vat	súc vật
lanh-lanh	lanh lảnh,lành lạnh
son-duong	sơn dương
boi-bo	bồi bổ
mo-chai	mỡ chài
chay-dua	chạy đua
canh-thang	cánh thẳng
ngam-mieng	ngậm miệng
truyen-ba	truyền bá
huyen-phu	huyền phù
trang-nhon	trắng nhởn
chao-hoa	cháo hoa
moc-cau	móc câu
lot-phot	lớt phớt
phat-trien	phát triển
tieu-khu	tiểu khu
dac-trung	đặc trưng
dao-chinh	đảo chính
it-nhat	ít nhất
trong-doi	trông đợi
tu-man	tự mãn
mot-gong	mọt gông
dang-ky	đăng ký,đảng kỳ
giai-phien	giải phiền
chach-chau	chạch chấu
huyet-bach	huyết bạch
tinh-luc	tinh lực
lo-duong	lỡ đường
cham-mut	chấm mút
sung-sot	sửng sốt
giat-nong	giật nóng
dien-dien	điên điển
bong-but	bông bụt
cham-het	chấm hết
truy-nhan	truy nhận
thanh-hinh	thành hình
gay-me	gây mê
nhan-rang	nhăn răng
sung-may	súng máy
du-lieu	dữ liệu,dự liệu
mat-bang	mặt bằng
ruou-trang	rượu trắng
chuoi-hoa	chuối hoa
thi-chu	thí chủ
can-keo	cân kẹo
lap-phap	lập pháp
phat-don	phát đơn
tang-ni	tăng ni
sung-man	sung mãn
chem-gio	chém gió
suc-may	sức mấy
nien-khoa	niên khóa
dau-li	đấu lí
hue-hong	huê hồng
ron-ra	rộn rã
tuan-tang	tuẫn táng
xu-su	xử sự
thi-sinh	thí sinh
lam-nhuc	làm nhục
tap-doan	tập đoàn
nhan-cau	nhãn cầu
moi-sinh	môi sinh
giao-dai	giao đãi
chay-tui	cháy túi
luan-li	luân lí
khit-rit	khít rịt
nao-ne	não nề
giao-dan	giáo dân
mo-mit	mờ mịt
cuoi-nu	cười nụ
banh-mi	bánh mì
mau-nhiem	màu nhiệm,mầu nhiệm
giao-dau	giao đấu,giáo đầu
ban-hoa	bán hoa
dac-quyen	đặc quyền
vay-ma	vậy mà
kim-cuc	kim cúc
thanh-tai	thành tài
thanh-tao	thanh tao
nhoe-nhoet	nhoe nhoét,nhòe nhoẹt
san-mat	sạn mặt
lay-truyen	lây truyền
go-bo	gò bó
hai-huoc	hài hước
khoi-xuong	khởi xướng
goi-mo	gợi mở
vo-vong	vô vọng
dap-so	đáp số
xuoi-nguoc	xuôi ngược
xap-xoa	xấp xõa
tao-bon	táo bón
tieu-thuc	tiêu thức
chuoi-tieu	chuối tiêu
tieu-thua	tiểu thừa
chiu-trong	chịu trống
nguoi-mau	người mẫu
bau-so	bầu sô
hung-cho	húng chó
tu-khoa	từ khóa
may-day	mày đay
nguoi-may	người máy
xinh-xeo	xinh xẻo
kim-kep	kìm kẹp
thuy-dong	thủy động
sai-dat	sài đất
my-ki	mỹ kí
nghe-lom	nghe lóm,nghe lỏm
huong-bai	hương bài
ap-phich	áp phích
thoi-ngat	thổi ngạt
day-manh	đẩy mạnh
trong-sach	trong sạch
nghich-nhi	nghịch nhĩ
sut-sat	sứt sát
tai-tro	tài trợ
quan-nit	quần nịt
xao-tron	xáo trộn
mom-cung	mớm cung
khao-quan	khao quân
an-dut	ăn đứt
nguon-luc	nguồn lực
de-quoc	đế quốc
khi-cong	khí công
trung-quan	trung quân
chang-bu	chẳng bù
ngoai-khoa	ngoại khoa,ngoại khóa
tong-luan	tổng luận
cao-vut	cao vút
dua-cot	đùa cợt
phet-lac	phét lác
chang-hang	chàng hảng
song-than	sóng thần
lanh-nhat	lạnh nhạt
quyet-toan	quyết toán
bat-tri	bất trị
thu-oan	thù oán
cuc-tinh	cục tính
gan-suc	gân sức
bao-dap	báo đáp
du-kien	dữ kiện,dự kiến
buc-cung	bức cung
benh-tich	bệnh tích
dai-suc	dai sức
gam-giu	găm giữ
tieu-loai	tiểu loại
phung-phinh	phúng phính
dia-mem	đĩa mềm
dau-luoi	đầu lưỡi
tai-hop	tái hợp
khac-nghiet	khắc nghiệt
tro-lai	trở lại
dan-ngheo	dân nghèo
don-ganh	đòn gánh
lao-thanh	lão thành
tu-thach	từ thạch
dua-tranh	đua tranh
can-than	cẩn thận,cận thần
trung-han	trung hạn
nghi-ngut	nghi ngút
hang-ha	hằng hà
que-kech	quê kệch
tiep-tay	tiếp tay
ap-suat	áp suất
toan-tinh	toan tính
tam-tang	tam tạng,tằm tang
qui-vi	quí vị
gan-ruot	gan ruột
ao-thung	áo thụng
noi-danh	nổi danh
cuoc-chia	cuốc chĩa
an-tuong	ấn tượng
vang-khe	vàng khè,vàng khé
thi-tu	thị tứ
qua-ban	quá bán
qua-bao	quả báo
it-nua	ít nữa
phuc-duc	phúc đức
cuoc-chim	cuốc chim
quyet-dau	quyết đấu
ken-cua	kèn cựa
hoan-nan	hoạn nạn
giup-suc	giúp sức
phang-phat	phảng phất
ngon-mieng	ngon miệng
lien-van	liên vận
bung-da	bụng dạ
cap-long	cặp lồng
phan-rom	phấn rôm
lon-ca	lợn cà
di-rac	đĩ rạc
doc-cong	đốc công
let-bet	lết bết,lệt bệt
phang-phac	phăng phắc
gach-noi	gạch nối
hop-de	hợp đề
bo-chung	bổ chửng
lien-hiep	liên hiệp
dinh-lang	đinh lăng
nhan-loai	nhân loại
nuong-nhe	nương nhẹ
nuoi-beo	nuôi béo
tuy-tong	tùy tòng
xe-dap	xe đạp
coc-lao	cốc láo
phuc-vien	phục viên
dua-hau	dưa hấu
un-duc	un đúc
thanh-thao	thành thạo
ly-loan	ly loạn
huong-nghiep	hướng nghiệp
cac-co	cắc cớ
xuan-xanh	xuân xanh
va-mieng	vạ miệng
met-nghi	mệt nghỉ
mo-dieu	mộ điệu
cong-bao	công báo
ngon-lanh	ngon lành
xin-xin	xin xỉn
thoi-diem	thời điểm
mien-cuong	miễn cưỡng
thanh-that	thành thật,thánh thất
hang-ngu	hàng ngũ
trong-rong	trống rỗng
va-lai	vả lại
cam-hung	cảm hứng
buon-cuoi	buồn cười
sinh-sat	sinh sát
giang-thuat	giảng thuật
ngan-ngai	ngần ngại
ngan-ngan	ngân ngấn,ngăn ngắn
du-luan	dư luận
chum-ruot	chùm ruột
nam-so	nấm sò
mien-tru	miễn trừ
tung-ban	túng bấn
hang-nga	hằng nga
ngan-ngat	ngan ngát,ngàn ngạt,ngân ngất,ngăn ngắt,ngằn ngặt
du-luat	dự luật
